"","AGE_CODE","REGION","B_LOCATION_DESCRIPTION","BAND_SIZE_CODE","BANDING_DATE","BANDING_DAY","BANDING_MONTH","BANDING_YEAR","BIRD_STATUS","FLYWAY_CODE","LAT_DECIMAL_DEGREES","LON_DECIMAL_DEGREES","SEX_CODE","STATE_CODE","STATE"
"2843",2,68,"Port Rowan(LPBO Old Cut - 6 km SE of Port Rowan) Ontario Canada (Bandit ID: 13)","3","10/30/2015",30,10,2015,3,6,42.58333,-80.41667,"M",8,"CO"
"2844",5,68,"3 mi W from Newmarket(Koffler Scientific Reserve) Ontario Canada (Bandit ID: 261470)","3","4/14/2015",14,4,2015,3,6,44.03028,-79.53139,"M",8,"CO"
"2845",2,68,"3 mi W from Newmarket(Koffler Scientific Reserve) Ontario Canada (Bandit ID: 261470)","3","10/7/2015",7,10,2015,3,6,44.03028,-79.53139,"M",8,"CO"
"2846",2,68,"2 mi SW from FERGUS(SWAN CREEK) Ontario Canada (Bandit ID: HB)","3","10/21/2015",21,10,2015,3,6,43.6825,-80.40806,"U",8,"CO"
"2847",6,68,"Port Rowan(LPBO Old Cut - 6 km SE of Port Rowan) Ontario Canada (Bandit ID: 13)","3A","6/7/2015",7,6,2015,3,6,42.58333,-80.41667,"F",8,"CO"
"2848",2,68,"Port Rowan(LPBO Old Cut - 6 km SE of Port Rowan) Ontario Canada (Bandit ID: 13)","3A","9/16/2015",16,9,2015,3,6,42.58333,-80.41667,"M",8,"CO"
"2849",2,68,"Wheatley(Harbour Rd- Paul and) Ontario Canada (Bandit ID: HARBOUR)","3B","10/23/2016",23,10,2016,3,6,42.09167,-82.45833,"F",8,"CO"
"2850",1,68,"St Williams(25 Lakeview Cr.  RR 1 St. Williams on Long Point Bay Lake Erie) Ontario Canada (Bandit ID: BH)","3","5/23/2016",23,5,2016,3,6,42.65833,-80.39167,"M",8,"CO"
"2851",1,68,"Port Rowan(LPBO Tip - 22 km ESE of Port Rowan) Ontario Canada (Bandit ID: 01)","3","9/8/2016",8,9,2016,3,6,42.58333,-80.08333,"F",8,"CO"
"2852",1,68,"Port Rowan(LPBO Tip - 22 km ESE of Port Rowan) Ontario Canada (Bandit ID: 01)","3","9/9/2016",9,9,2016,3,6,42.58333,-80.08333,"M",8,"CO"
"2853",5,68,"Port Rowan(LPBO Breakwater - 15 km ESE of Port Rowan) Ontario Canada (Bandit ID: 02)","3","4/21/2016",21,4,2016,3,6,42.58333,-80.25,"M",8,"CO"
"2854",5,68,"Port Rowan(LPBO Breakwater - 15 km ESE of Port Rowan) Ontario Canada (Bandit ID: 02)","3","5/7/2016",7,5,2016,3,6,42.58333,-80.25,"M",8,"CO"
"2855",5,68,"Port Rowan(LPBO Breakwater - 15 km ESE of Port Rowan) Ontario Canada (Bandit ID: 02)","3","5/7/2016",7,5,2016,3,6,42.58333,-80.25,"F",8,"CO"
"2856",1,68,"Port Rowan(LPBO Old Cut - 6 km SE of Port Rowan) Ontario Canada (Bandit ID: 13)","3","5/17/2016",17,5,2016,3,6,42.58333,-80.41667,"M",8,"CO"
"2857",5,68,"Port Rowan(LPBO Old Cut - 6 km SE of Port Rowan) Ontario Canada (Bandit ID: 13)","3","5/20/2016",20,5,2016,3,6,42.58333,-80.41667,"M",8,"CO"
"2858",1,68,"Port Rowan(LPBO Old Cut - 6 km SE of Port Rowan) Ontario Canada (Bandit ID: 13)","3","8/9/2016",9,8,2016,3,6,42.58333,-80.41667,"M",8,"CO"
"2859",2,68,"Port Rowan(LPBO Old Cut - 6 km SE of Port Rowan) Ontario Canada (Bandit ID: 13)","3","8/17/2016",17,8,2016,3,6,42.58333,-80.41667,"F",8,"CO"
"2860",1,68,"Port Rowan(LPBO Old Cut - 6 km SE of Port Rowan) Ontario Canada (Bandit ID: 13)","3","8/18/2016",18,8,2016,3,6,42.58333,-80.41667,"F",8,"CO"
"2861",1,68,"Port Rowan(LPBO Old Cut - 6 km SE of Port Rowan) Ontario Canada (Bandit ID: 13)","3","8/22/2016",22,8,2016,3,6,42.58333,-80.41667,"F",8,"CO"
"2862",2,68,"Port Rowan(LPBO Old Cut - 6 km SE of Port Rowan) Ontario Canada (Bandit ID: 13)","3","9/9/2016",9,9,2016,3,6,42.58333,-80.41667,"F",8,"CO"
"2863",1,68,"Port Rowan(LPBO Old Cut - 6 km SE of Port Rowan) Ontario Canada (Bandit ID: 13)","3","9/13/2016",13,9,2016,3,6,42.58333,-80.41667,"M",8,"CO"
"2864",1,68,"Port Rowan(LPBO Old Cut - 6 km SE of Port Rowan) Ontario Canada (Bandit ID: 13)","3","10/3/2016",3,10,2016,3,6,42.58333,-80.41667,"M",8,"CO"
"2865",2,68,"Port Rowan(LPBO Old Cut - 6 km SE of Port Rowan) Ontario Canada (Bandit ID: 13)","3","10/24/2016",24,10,2016,3,6,42.58333,-80.41667,"M",8,"CO"
"2866",2,68,"2 mi SW from FERGUS(SWAN CREEK) Ontario Canada (Bandit ID: HB)","3","10/7/2016",7,10,2016,3,6,43.6825,-80.40806,"M",8,"CO"
"2867",2,68,"Jarvis(Hobbitstee Wildlife Refuge) Ontario Canada (Bandit ID: BF8)","3","12/13/2016",13,12,2016,7,6,42.86083,-80.00861,"F",8,"CO"
"2868",5,68,"St. Williams(4k N of St Williams) Ontario Canada (Bandit ID: 273)","3","3/20/2016",20,3,2016,3,6,42.69861,-80.40972,"M",8,"CO"
"2869",1,68,"Port Rowan(LPBO Old Cut - 6 km SE of Port Rowan) Ontario Canada (Bandit ID: 13)","3A","5/2/2016",2,5,2016,3,6,42.58333,-80.41667,"M",8,"CO"
"2870",1,68,"Toronto(Tommy Thompson Park. Peninsula D. Toronto ON) Ontario Canada (Bandit ID: TTP)","3A","10/26/2016",26,10,2016,3,6,43.625,-79.325,"M",8,"CO"
"2871",5,68,"12.5 mi ESE from Picton(25k SE of Picton) Ontario Canada (Bandit ID: CW)","3","4/18/2016",18,4,2016,3,6,43.93917,-76.91139,"M",8,"CO"
"2872",2,68,"12.5 mi ESE from Picton(25k SE of Picton) Ontario Canada (Bandit ID: CW)","3","10/25/2016",25,10,2016,3,6,43.93917,-76.91139,"F",8,"CO"
"2873",2,68,"Wheatley(Harbour Rd- Paul and) Ontario Canada (Bandit ID: HARBOUR)","3","10/13/2017",13,10,2017,3,6,42.09167,-82.45833,"F",8,"CO"
"2874",5,68,"Long Point(OLD CUT) Ontario Canada (Bandit ID: 13)","3A","6/5/2017",5,6,2017,3,6,42.58222,-80.39833,"M",8,"CO"
"2875",2,68,"Long Point(TIP) Ontario Canada (Bandit ID: 01)","3","10/30/2017",30,10,2017,3,6,42.54861,-80.05083,"F",8,"CO"
"2876",5,68,"Long Point(TIP) Ontario Canada (Bandit ID: 01)","3","5/19/2017",19,5,2017,3,6,42.54861,-80.05083,"M",8,"CO"
"2877",2,68,"Cayuga(Ruthven Park National Historic Site) Ontario Canada (Bandit ID: 02)","3","9/20/2017",20,9,2017,3,6,42.91667,-79.91667,"M",8,"CO"
"2878",2,68,"5.6 mi WSW from Silver Islet(Thunder Cape Bird Observatory) Ontario Canada (Bandit ID: 06)","3B","8/5/2017",5,8,2017,3,6,48.30222,-88.9375,"F",8,"CO"
"2879",2,68,"3 mi W from Newmarket(Koffler Scientific Reserve) Ontario Canada (Bandit ID: 261470)","3","7/4/2017",4,7,2017,3,6,44.03028,-79.53139,"F",8,"CO"
"2880",2,68,"3 mi W from Newmarket(Koffler Scientific Reserve) Ontario Canada (Bandit ID: 261470)","3B","8/17/2017",17,8,2017,3,6,44.03028,-79.53139,"M",8,"CO"
"2881",1,68,"3 mi W from Newmarket(Koffler Scientific Reserve) Ontario Canada (Bandit ID: 261470)","3B","9/4/2017",4,9,2017,3,6,44.03028,-79.53139,"F",8,"CO"
"2882",1,68,"3 mi W from Newmarket(Koffler Scientific Reserve) Ontario Canada (Bandit ID: 261470)","3B","9/5/2017",5,9,2017,3,6,44.03028,-79.53139,"M",8,"CO"
"2883",2,68,"3 mi W from Newmarket(Koffler Scientific Reserve) Ontario Canada (Bandit ID: 261470)","3B","9/19/2017",19,9,2017,3,6,44.03028,-79.53139,"F",8,"CO"
"2884",2,68,"3 mi W from Newmarket(Koffler Scientific Reserve) Ontario Canada (Bandit ID: 261470)","3B","9/21/2017",21,9,2017,3,6,44.03028,-79.53139,"F",8,"CO"
"2885",1,68,"3 mi W from Newmarket(Koffler Scientific Reserve) Ontario Canada (Bandit ID: 261470)","3","8/16/2017",16,8,2017,3,6,44.03028,-79.53139,"F",8,"CO"
"2886",4,68,"3 mi W from Newmarket(Koffler Scientific Reserve) Ontario Canada (Bandit ID: 261470)","3","8/19/2017",19,8,2017,3,6,44.03028,-79.53139,"M",8,"CO"
"2887",2,68,"3 mi W from Newmarket(Koffler Scientific Reserve) Ontario Canada (Bandit ID: 261470)","3","9/2/2017",2,9,2017,3,6,44.03028,-79.53139,"M",8,"CO"
"2888",1,68,"3 mi W from Newmarket(Koffler Scientific Reserve) Ontario Canada (Bandit ID: 261470)","3","9/8/2017",8,9,2017,3,6,44.03028,-79.53139,"M",8,"CO"
"2889",2,68,"3 mi W from Newmarket(Koffler Scientific Reserve) Ontario Canada (Bandit ID: 261470)","3","9/19/2017",19,9,2017,3,6,44.03028,-79.53139,"M",8,"CO"
"2890",2,68,"3 mi W from Newmarket(Koffler Scientific Reserve) Ontario Canada (Bandit ID: 261470)","3","10/23/2017",23,10,2017,3,6,44.03028,-79.53139,"F",8,"CO"
"2891",5,68,"St. Williams(4k N of St Williams) Ontario Canada (Bandit ID: 273)","3","3/29/2017",29,3,2017,3,6,42.69861,-80.40972,"M",8,"CO"
"2892",2,68,"St. Williams(4k N of St Williams) Ontario Canada (Bandit ID: 273)","3","6/22/2017",22,6,2017,3,6,42.69861,-80.40972,"U",8,"CO"
"2893",5,68,"Centreton(Northumberland County Forest) Ontario Canada (Bandit ID: NCF)","3","6/25/2017",25,6,2017,3,6,44.10222,-78.11611,"U",8,"CO"
"2894",2,68,"Long Point(OLD CUT) Ontario Canada (Bandit ID: 13)","3","8/6/2017",6,8,2017,3,6,42.58222,-80.39833,"F",8,"CO"
"2895",2,68,"Long Point(OLD CUT) Ontario Canada (Bandit ID: 13)","3","8/24/2017",24,8,2017,3,6,42.58222,-80.39833,"F",8,"CO"
"2896",2,68,"Long Point(OLD CUT) Ontario Canada (Bandit ID: 13)","3","9/5/2017",5,9,2017,3,6,42.58222,-80.39833,"F",8,"CO"
"2897",2,68,"Long Point(OLD CUT) Ontario Canada (Bandit ID: 13)","3","9/29/2017",29,9,2017,3,6,42.58222,-80.39833,"M",8,"CO"
"2898",5,68,"Toronto(Tommy Thompson Park. Peninsula D. Toronto ON) Ontario Canada (Bandit ID: TTP)","3","8/6/2017",6,8,2017,3,6,43.625,-79.325,"M",8,"CO"
"2899",1,68,"3 mi W from Newmarket(Koffler Scientific Reserve) Ontario Canada (Bandit ID: 261470)","3","8/24/2017",24,8,2017,3,6,44.03028,-79.53139,"F",8,"CO"
"2900",4,68,"St Williams(25 Lakeview Cr.  RR 1 St. Williams on Long Point Bay Lake Erie) Ontario Canada (Bandit ID: BH)","3","4/28/2017",28,4,2017,3,6,42.65833,-80.39167,"U",8,"CO"
"2901",4,68,"St Williams(25 Lakeview Cr.  RR 1 St. Williams on Long Point Bay Lake Erie) Ontario Canada (Bandit ID: BH)","3","4/28/2017",28,4,2017,3,6,42.65833,-80.39167,"U",8,"CO"
"2902",2,68,"3 mi W from Newmarket(Koffler Scientific Reserve) Ontario Canada (Bandit ID: 261470)","3","9/8/2018",8,9,2018,3,6,44.03028,-79.53139,"F",8,"CO"
"2903",2,68,"3 mi W from Newmarket(Koffler Scientific Reserve) Ontario Canada (Bandit ID: 261470)","3","10/26/2018",26,10,2018,3,6,44.03028,-79.53139,"M",8,"CO"
"2904",1,68,"Toronto(Tommy Thompson Park. Peninsula D. Toronto ON) Ontario Canada (Bandit ID: TTP)","3","8/23/2018",23,8,2018,3,6,43.625,-79.325,"M",8,"CO"
"2905",5,68,"11 mi E from Milford(PEPTBO) Ontario Canada (Bandit ID: CW)","3","5/16/2018",16,5,2018,3,6,43.93944,-76.86111,"F",8,"CO"
"2906",1,68,"Matheson(Painkiller Road) Ontario Canada (Bandit ID: AMWO1)","3","9/11/2018",11,9,2018,3,6,48.58889,-80.38139,"M",8,"CO"
"2907",1,68,"Matheson(Painkiller Road) Ontario Canada (Bandit ID: AMWO1)","3","10/11/2018",11,10,2018,3,6,48.58889,-80.38139,"F",8,"CO"
"2908",1,68,"Hilliardton(Hilliardton Marsh Hilliardton) Ontario Canada (Bandit ID: 02)","3","4/23/2018",23,4,2018,3,6,47.75,-79.75,"U",8,"CO"
"2909",2,68,"Hilliardton(Hilliardton Marsh Hilliardton) Ontario Canada (Bandit ID: 02)","3","9/25/2018",25,9,2018,3,6,47.75,-79.75,"U",8,"CO"
"2910",2,68,"Long Point(TIP) Ontario Canada (Bandit ID: 1)","3","10/25/2018",25,10,2018,3,6,42.54861,-80.05083,"M",8,"CO"
"2911",2,68,"Long Point(TIP) Ontario Canada (Bandit ID: 1)","3","10/30/2018",30,10,2018,3,6,42.54861,-80.05083,"M",8,"CO"
"2912",6,68,"Long Point(OLD CUT) Ontario Canada (Bandit ID: 13)","3","4/26/2018",26,4,2018,3,6,42.58222,-80.39833,"M",8,"CO"
"2913",1,68,"Toronto(Tommy Thompson Park. Peninsula D. Toronto ON) Ontario Canada (Bandit ID: TTP)","3","4/2/2018",2,4,2018,3,6,43.625,-79.325,"M",8,"CO"
"2914",5,68,"Long Point(OLD CUT) Ontario Canada (Bandit ID: 13)","3","5/20/2018",20,5,2018,3,6,42.58222,-80.39833,"M",8,"CO"
"2915",6,68,"Toronto(Tommy Thompson Park. Peninsula D. Toronto ON) Ontario Canada (Bandit ID: TTP)","3B","4/3/2018",3,4,2018,3,6,43.625,-79.325,"M",8,"CO"
"2916",6,68,"Toronto(Tommy Thompson Park. Peninsula D. Toronto ON) Ontario Canada (Bandit ID: TTP)","3B","4/18/2018",18,4,2018,3,6,43.625,-79.325,"M",8,"CO"
"2917",5,68,"Toronto(Tommy Thompson Park. Peninsula D. Toronto ON) Ontario Canada (Bandit ID: TTP)","3B","4/20/2018",20,4,2018,3,6,43.625,-79.325,"M",8,"CO"
"2918",5,68,"Toronto(Tommy Thompson Park. Peninsula D. Toronto ON) Ontario Canada (Bandit ID: TTP)","3B","5/27/2018",27,5,2018,3,6,43.625,-79.325,"M",8,"CO"
"2919",2,68,"Toronto(Tommy Thompson Park. Peninsula D. Toronto ON) Ontario Canada (Bandit ID: TTP)","3B","10/23/2018",23,10,2018,3,6,43.625,-79.325,"U",8,"CO"
"2920",5,68,"St. Williams(4k N of St Williams) Ontario Canada (Bandit ID: 273)","3","3/28/2018",28,3,2018,3,6,42.69861,-80.40972,"M",8,"CO"
"2921",5,68,"Centreton(Ganaraska Forest) Ontario Canada (Bandit ID: GF)","3","6/22/2018",22,6,2018,3,6,44.10278,-78.11194,"M",8,"CO"
"2922",5,68,"Long Point(BREAKWATER) Ontario Canada (Bandit ID: 2)","3","4/30/2018",30,4,2018,3,6,42.56083,-80.28444,"M",8,"CO"
"2923",5,68,"Long Point(BREAKWATER) Ontario Canada (Bandit ID: 2)","3","5/16/2018",16,5,2018,3,6,42.56083,-80.28444,"M",8,"CO"
"2924",2,68,"Port Rowan(Cove Road Near Clear Creek ON) Ontario Canada (Bandit ID: COVE RD)","3","10/18/2018",18,10,2018,3,6,42.575,-80.54167,"U",8,"CO"
"2925",1,68,"Matheson(Painkiller Road) Ontario Canada (Bandit ID: AMWO1)","3","9/15/2019",15,9,2019,3,6,48.58889,-80.38139,"F",8,"CO"
"2926",2,68,"Matheson(Painkiller Road) Ontario Canada (Bandit ID: AMWO1)","3","9/15/2019",15,9,2019,3,6,48.58889,-80.38139,"F",8,"CO"
"2927",2,68,"Matheson(Painkiller Road) Ontario Canada (Bandit ID: AMWO1)","3","9/16/2019",16,9,2019,3,6,48.58889,-80.38139,"M",8,"CO"
"2928",5,68,"Cayuga(Ruthven Park National Historic Site) Ontario Canada (Bandit ID: 02)","3","4/19/2019",19,4,2019,3,6,42.91667,-79.91667,"M",8,"CO"
"2929",2,68,"Cayuga(Ruthven Park National Historic Site) Ontario Canada (Bandit ID: 02)","3","9/19/2019",19,9,2019,3,6,42.91667,-79.91667,"F",8,"CO"
"2930",1,68,".5 mi SE from Wheatley(21298 Harbour Road) Ontario Canada (Bandit ID: HARBOUR)","3","8/16/2019",16,8,2019,3,6,42.09167,-82.45833,"F",8,"CO"
"2931",5,68,"Long Point(BREAKWATER) Ontario Canada (Bandit ID: 2)","3B","4/21/2019",21,4,2019,3,6,42.56083,-80.28444,"M",8,"CO"
"2932",6,68,"Long Point(BREAKWATER) Ontario Canada (Bandit ID: 2)","3B","4/21/2019",21,4,2019,3,6,42.56083,-80.28444,"F",8,"CO"
"2933",1,68,"Toronto(Tommy Thompson Park. Peninsula D. Toronto ON) Ontario Canada (Bandit ID: TTP)","3B","9/3/2019",3,9,2019,3,6,43.625,-79.325,"F",8,"CO"
"2934",5,68,"Long Point(TIP) Ontario Canada (Bandit ID: 1)","3","4/10/2019",10,4,2019,3,6,42.54861,-80.05083,"M",8,"CO"
"2935",2,68,"Port Rowan(Cove Road Near Clear Creek ON) Ontario Canada (Bandit ID: COVE RD)","3","10/17/2019",17,10,2019,3,6,42.575,-80.54167,"U",8,"CO"
"2936",5,68,"2.2 mi NNE from St Williams(4K north of St Williams) Ontario Canada (Bandit ID: 273)","3","6/2/2019",2,6,2019,3,6,42.69861,-80.40972,"M",8,"CO"
"2937",5,68,"2.2 mi NNE from St Williams(4K north of St Williams) Ontario Canada (Bandit ID: 273)","3","6/1/2020",1,6,2020,3,6,42.69861,-80.40972,"M",8,"CO"
